"","det_id","perp_id","det_start","det_end","det_start_year","det_end_year","det_vulnerable_population","det_age_range","det_gender","det_status","det_violation","det_related_penal_facilities","det_province_penal_facility","det_penal_facility_affiliation","det_type_of_penal_facility","det_event","detainee_number","perp_nationality","perp_organisational_affiliation","perp_age_range","perp_rank","perp_related_penal_facility","perp_affiliated_province","perp_type_of_penal_facility","det_vulnerable_population_bi","det_violation_cl","Deprivation of Liberty","Sexual Violence","Torture","Freedom of Expression","Health","Fair Trial","Conscience and Religion","Forced Labor","Children","Life","Disability"
"980","det-A0727","perp-A0815","01/12/2006","31/01/2007",2006,2007,"Women","40-49","Female","Unknown","Violation of Right to Health_A0727|Violation of the Right to Freedom of Conscience, Thought and Religion_A0727|Violation of Freedom of Expression_A0727|Arbitrary Deprivation of Liberty_A0727|Torture & CID_A0727","Manpo City MSS Detention Centre","Chagang","Ministry of State Security","Detention Centre",1,3,"North Korean","Ministry of State Security","40-49","Unknown","Manpo City MSS Detention Centre","Chagang","Detention Centre",1,"Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Freedom of Expression|Arbitrary Deprivation of Liberty|Torture & CID",1,0,1,1,1,0,1,0,0,0,0
"981","det-A1413","perp-A1558","01/04/2005","31/05/2005",2005,2005,"Women","20-29","Female","Unknown","Violation of Right to Health_A1413|Violation of the Right to Freedom of Conscience, Thought and Religion_A1413|Violation of Freedom of Expression_A1413|Forced Labour_A1413","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Ministry of People's Security","Holding Centre",1,10,"North Korean","Ministry of People’s Security","40-49","Major (sojwa)","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Holding Centre",1,"Violation of Right to Health|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Freedom of Expression|Forced Labour",0,0,0,1,1,0,1,1,0,0,0
"982","det-A1432","perp-A0924","01/07/2002","30/09/2002",2002,2002,"N/A","Unknown","Male","Unknown","Arbitrary Deprivation of Liberty_A1432|Violation of Freedom of Expression_1_A1432|Violation of Freedom of Expression_2_A1432|Violation of Freedom of Expression_3_A1432|Violation of Freedom of Expression_4_A1432
|Violation of Right to Health_4_A1432|Violation of Right to Health_1_A1432|Violation of Right to Health_2_A1432|Violation of Right to Health_3_A1432","Musan County Mine Labour Training Centre|Musan County MPS Detention Centre|Sinuiju City Labour Training Centre|North Pyongan Provincial MSS Detention Centre","North Hamgyong|North Hamgyong|North Pyongan|North Pyongan","Ministry of People's Security|Ministry of People's Security|People's Committee of North Korea|Ministry of State Security","Labour Training Centre|Detention Centre|Labour Training Centre|Detention Centre",1,2,"North Korean","Ministry of State Security","20-29","Unknown","North Pyongan Provincial MSS Detention Centre","North Pyongan","Detention Centre",0,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression
|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health",1,0,0,1,1,0,0,0,0,0,0
"983","det-A1432","perp-A0923","01/07/2002","30/09/2002",2002,2002,"N/A","Unknown","Male","Unknown","Arbitrary Deprivation of Liberty_A1432|Violation of Freedom of Expression_1_A1432|Violation of Freedom of Expression_2_A1432|Violation of Freedom of Expression_3_A1432|Violation of Freedom of Expression_4_A1432
|Violation of Right to Health_4_A1432|Violation of Right to Health_1_A1432|Violation of Right to Health_2_A1432|Violation of Right to Health_3_A1432","Musan County Mine Labour Training Centre|Musan County MPS Detention Centre|Sinuiju City Labour Training Centre|North Pyongan Provincial MSS Detention Centre","North Hamgyong|North Hamgyong|North Pyongan|North Pyongan","Ministry of People's Security|Ministry of People's Security|People's Committee of North Korea|Ministry of State Security","Labour Training Centre|Detention Centre|Labour Training Centre|Detention Centre",1,2,"North Korean","Ministry of State Security","20-29","Unknown","North Pyongan Provincial MSS Detention Centre","North Pyongan","Detention Centre",0,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression
|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health",1,0,0,1,1,0,0,0,0,0,0
"984","det-A1432","perp-A0922","01/07/2002","30/09/2002",2002,2002,"N/A","Unknown","Male","Unknown","Arbitrary Deprivation of Liberty_A1432|Violation of Freedom of Expression_1_A1432|Violation of Freedom of Expression_2_A1432|Violation of Freedom of Expression_3_A1432|Violation of Freedom of Expression_4_A1432
|Violation of Right to Health_4_A1432|Violation of Right to Health_1_A1432|Violation of Right to Health_2_A1432|Violation of Right to Health_3_A1432","Musan County Mine Labour Training Centre|Musan County MPS Detention Centre|Sinuiju City Labour Training Centre|North Pyongan Provincial MSS Detention Centre","North Hamgyong|North Hamgyong|North Pyongan|North Pyongan","Ministry of People's Security|Ministry of People's Security|People's Committee of North Korea|Ministry of State Security","Labour Training Centre|Detention Centre|Labour Training Centre|Detention Centre",1,2,"North Korean","Ministry of State Security","20-29","Unknown","North Pyongan Provincial MSS Detention Centre","North Pyongan","Detention Centre",0,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression
|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health",1,0,0,1,1,0,0,0,0,0,0
"985","det-A1432","perp-A0921","01/07/2002","30/09/2002",2002,2002,"N/A","Unknown","Male","Unknown","Arbitrary Deprivation of Liberty_A1432|Violation of Freedom of Expression_1_A1432|Violation of Freedom of Expression_2_A1432|Violation of Freedom of Expression_3_A1432|Violation of Freedom of Expression_4_A1432
|Violation of Right to Health_4_A1432|Violation of Right to Health_1_A1432|Violation of Right to Health_2_A1432|Violation of Right to Health_3_A1432","Musan County Mine Labour Training Centre|Musan County MPS Detention Centre|Sinuiju City Labour Training Centre|North Pyongan Provincial MSS Detention Centre","North Hamgyong|North Hamgyong|North Pyongan|North Pyongan","Ministry of People's Security|Ministry of People's Security|People's Committee of North Korea|Ministry of State Security","Labour Training Centre|Detention Centre|Labour Training Centre|Detention Centre",1,2,"North Korean","Ministry of State Security","20-29","Unknown","North Pyongan Provincial MSS Detention Centre","North Pyongan","Detention Centre",0,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression
|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health",1,0,0,1,1,0,0,0,0,0,0
"986","det-A1432","perp-A0920","01/07/2002","30/09/2002",2002,2002,"N/A","Unknown","Male","Unknown","Arbitrary Deprivation of Liberty_A1432|Violation of Freedom of Expression_1_A1432|Violation of Freedom of Expression_2_A1432|Violation of Freedom of Expression_3_A1432|Violation of Freedom of Expression_4_A1432
|Violation of Right to Health_4_A1432|Violation of Right to Health_1_A1432|Violation of Right to Health_2_A1432|Violation of Right to Health_3_A1432","Musan County Mine Labour Training Centre|Musan County MPS Detention Centre|Sinuiju City Labour Training Centre|North Pyongan Provincial MSS Detention Centre","North Hamgyong|North Hamgyong|North Pyongan|North Pyongan","Ministry of People's Security|Ministry of People's Security|People's Committee of North Korea|Ministry of State Security","Labour Training Centre|Detention Centre|Labour Training Centre|Detention Centre",1,2,"North Korean","Ministry of State Security","20-29","Unknown","North Pyongan Provincial MSS Detention Centre","North Pyongan","Detention Centre",0,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression
|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health",1,0,0,1,1,0,0,0,0,0,0
"987","det-A1432","perp-A0919","01/07/2002","30/09/2002",2002,2002,"N/A","Unknown","Male","Unknown","Arbitrary Deprivation of Liberty_A1432|Violation of Freedom of Expression_1_A1432|Violation of Freedom of Expression_2_A1432|Violation of Freedom of Expression_3_A1432|Violation of Freedom of Expression_4_A1432
|Violation of Right to Health_4_A1432|Violation of Right to Health_1_A1432|Violation of Right to Health_2_A1432|Violation of Right to Health_3_A1432","Musan County Mine Labour Training Centre|Musan County MPS Detention Centre|Sinuiju City Labour Training Centre|North Pyongan Provincial MSS Detention Centre","North Hamgyong|North Hamgyong|North Pyongan|North Pyongan","Ministry of People's Security|Ministry of People's Security|People's Committee of North Korea|Ministry of State Security","Labour Training Centre|Detention Centre|Labour Training Centre|Detention Centre",1,2,"North Korean","Ministry of State Security","20-29","Unknown","North Pyongan Provincial MSS Detention Centre","North Pyongan","Detention Centre",0,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression
|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health",1,0,0,1,1,0,0,0,0,0,0
"988","det-A1432","perp-A0918","01/07/2002","30/09/2002",2002,2002,"N/A","Unknown","Male","Unknown","Arbitrary Deprivation of Liberty_A1432|Violation of Freedom of Expression_1_A1432|Violation of Freedom of Expression_2_A1432|Violation of Freedom of Expression_3_A1432|Violation of Freedom of Expression_4_A1432
|Violation of Right to Health_4_A1432|Violation of Right to Health_1_A1432|Violation of Right to Health_2_A1432|Violation of Right to Health_3_A1432","Musan County Mine Labour Training Centre|Musan County MPS Detention Centre|Sinuiju City Labour Training Centre|North Pyongan Provincial MSS Detention Centre","North Hamgyong|North Hamgyong|North Pyongan|North Pyongan","Ministry of People's Security|Ministry of People's Security|People's Committee of North Korea|Ministry of State Security","Labour Training Centre|Detention Centre|Labour Training Centre|Detention Centre",1,2,"North Korean","Ministry of State Security","20-29","Unknown","North Pyongan Provincial MSS Detention Centre","North Pyongan","Detention Centre",0,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression|Violation of Freedom of Expression
|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health|Violation of Right to Health",1,0,0,1,1,0,0,0,0,0,0
"989","det-A1426","perp-A1429","01/09/2006","31/10/2006",2006,2006,"Women","20-29","Female","Unknown","Violation of Freedom of Expression_A1426|Violation of Right to Health_A1426|Sexual and Gender-based Violence_A1426","Hoeryong City MSS Detention Centre","North Hamgyong","Ministry of State Security","Detention Centre",1,2,"North Korean","Ministry of People’s Security","30-39","Lieutenant (jungwi)","Hoeryong City MSS Detention Centre","North Hamgyong","Detention Centre",1,"Violation of Freedom of Expression|Violation of Right to Health|Sexual and Gender-based Violence",0,1,0,1,1,0,0,0,0,0,0
"990","det-A1404","perp-A1401","01/09/2008","31/12/2008",2008,2008,"Children","0-9","Male","Released from all facilities","Violation of Right to Health_A1404","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Ministry of People's Security","Holding Centre",1,6,"North Korean","Ministry of People’s Security","50-59","Senior Lieutenant (sangwi)","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Holding Centre",1,"Violation of Right to Health",0,0,0,0,1,0,0,0,0,0,0
"991","det-A1403","perp-A1401","01/09/2008","31/12/2008",2008,2008,"Women","Unknown","Female","Released from all facilities","Forced Labour_A1403|Violation of Right to Health_A1403","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Ministry of People's Security","Holding Centre",1,5,"North Korean","Ministry of People’s Security","50-59","Senior Lieutenant (sangwi)","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Holding Centre",1,"Forced Labour|Violation of Right to Health",0,0,0,0,1,0,0,1,0,0,0
"992","det-A1402","perp-A1401","01/09/2008","31/12/2008",2008,2008,"N/A","30-39","Male","Death in custody","Violation of Right to Health_A1402|Violation of the Right to Life_A1402|Forced Labour_A1402","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Ministry of People's Security","Holding Centre",1,4,"North Korean","Ministry of People’s Security","50-59","Senior Lieutenant (sangwi)","North Hamgyong Provincial MPS Holding Centre (Nongpo)","North Hamgyong","Holding Centre",0,"Violation of Right to Health|Violation of the Right to Life|Forced Labour",0,0,0,0,1,0,0,1,0,1,0
"993","det-A1396","perp-A0624","01/11/2000","31/08/2001",2000,2001,"Pregnant Women|Women","20-29","Female","Unknown","Arbitrary Deprivation of Liberty_A1396|Violation of Freedom of Expression_A1396|Violation of Right to Health_A1396|Torture & CID_A1396|Forced Labour_A1396|Violation of the Right to Freedom of Conscience, Thought and Religion_A1396","North Pyongan Provincial MPS Holding Centre","North Pyongan","Ministry of People's Security","Holding Centre",1,4,"North Korean","Ministry of People’s Security","50-59","Major (sojwa)","North Pyongan Provincial MPS Holding Centre","North Pyongan","Holding Centre",1,"Arbitrary Deprivation of Liberty|Violation of Freedom of Expression|Violation of Right to Health|Torture & CID|Forced Labour|Violation of the Right to Freedom of Conscience, Thought and Religion",1,0,1,1,1,0,1,1,0,0,0
"994","det-A1394","perp-A0624","01/11/2000","31/08/2001",2000,2001,"Pregnant Women|Women","20-29","Female","Unknown","Arbitrary Deprivation of Liberty_A1394|Forced Labour_A1394|Violation of the Right to Freedom of Conscience, Thought and Religion_A1394|Violation of Freedom of Expression_A1394|Torture & CID_A1394|Violation of Right to Health_A1394","North Pyongan Provincial MPS Holding Centre","North Pyongan","Ministry of People's Security","Holding Centre",1,2,"North Korean","Ministry of People’s Security","50-59","Major (sojwa)","North Pyongan Provincial MPS Holding Centre","North Pyongan","Holding Centre",1,"Arbitrary Deprivation of Liberty|Forced Labour|Violation of the Right to Freedom of Conscience, Thought and Religion|Violation of Freedom of Expression|Torture & CID|Violation of Right to Health",1,0,1,1,1,0,1,1,0,0,0
