Title,Date added,Template,Vulnerable Population?,Age Range,Named Detainee,Gender,Status,Event 1 Date Range,Event 1 Violations,Event 2 Date Range,Event 2 Violations,Event 3 Date Range,Event 3 Violation,Related Penal Facilities,Province Where the Penal Facility is Located,Penal Facility Affiliation,Related Type of Penal Facility,Documents,Attachments,Published
A1132,01/12/2021,Detainees,"Detainees with Disabilities |Women",40-49,Unnamed,Female,Unknown,15/11/2003~30/04/2004,"Violation of the Rights of Detainees with Disabilities_A1132|Violation of Right to Health_A1132|Violation of Freedom of Expression_A1132|Forced Labour_A1132",,,,,Onsong County Labour Training Centre,North Hamgyong,People's Committee of North Korea,Labour Training Centre,,,Published
A1131,01/12/2021,Detainees,Women,20-29,Named,Female,Unknown,01/11/2003~15/11/2003,"Arbitrary Deprivation of Liberty_A1131|Violation of Freedom of Expression_A1131|Violation of Right to Health_A1131",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A1130,01/12/2021,Detainees,Women,20-29,Named,Female,Released from all facilities,01/11/2003~30/04/2004,"Violation of Right to Health_2_A1130|Violation of the Right to Freedom of Conscience, Thought and Religion_A1130|Violation of Freedom of Expression_1_A1130|Violation of Freedom of Expression_2_A1130|Arbitrary Deprivation of Liberty_A1130|Torture & CID_1_A1130|Rape & Other Forms of Sexual Violence_A1130|Violation of Right to Health_1_A1130|Torture & CID_2_A1130|Forced Labour_2_A1130|Forced Labour_1_A1130",,,,,"Onsong County MSS Detention Centre|Onsong County Labour Training Centre","North Hamgyong|North Hamgyong","Ministry of State Security|People's Committee of North Korea","Detention Centre|Labour Training Centre",,,Published
A1000,30/11/2021,Detainees,"Children|Women",10-19,Unnamed,Female,Released from all facilities,01/12/2006~10/12/2006,"Arbitrary Deprivation of Liberty_A1000|Violation of the Rights of Children_A1000|Violation of the Right to Freedom of Conscience, Thought and Religion_A1000|Violation of Freedom of Expression_A1000|Violation of Right to Health_A1000",,,,,Musan County MPS Detention Centre,North Hamgyong,Ministry of People's Security,Detention Centre,,,Published
A0999,30/11/2021,Detainees,Women,30-39,Unnamed,Female,Unknown,01/11/2006~30/04/2007,"Arbitrary Deprivation of Liberty_A0999|Torture & CID_A0999|Violation of Right to Health_A0999|Violation of Freedom of Expression_A0999|Violation of the Right to Freedom of Conscience, Thought and Religion_A0999",,,,,Musan County MPS Detention Centre,North Hamgyong,Ministry of People's Security,Detention Centre,,,Published
A0998,30/11/2021,Detainees,N/A,40-49,Moniker,Male,Released from all facilities,01/11/2006~30/04/2007,"Arbitrary Deprivation of Liberty_A0998|Violation of Freedom of Expression_A0998|Violation of the Right to Freedom of Conscience, Thought and Religion_A0998|Violation of Right to Health_A0998",,,,,Musan County MPS Detention Centre,North Hamgyong,Ministry of People's Security,Detention Centre,,,Published
A0997,30/11/2021,Detainees,N/A,20-29,Named,Male,Unknown,01/11/2006~30/04/2007,"Arbitrary Deprivation of Liberty_A0997|Violation of Freedom of Expression_A0997|Violation of Right to Health_A0997|Violation of the Right to Freedom of Conscience, Thought and Religion_A0997",,,,,Musan County MPS Detention Centre,North Hamgyong,Ministry of People's Security,Detention Centre,,,Published
A0996,30/11/2021,Detainees,Women,30-39,Named,Female,Released from all facilities,01/11/2006~30/04/2007,"Violation of Freedom of Expression_2_A0996|Violation of Freedom of Expression_1_A0996|Arbitrary Deprivation of Liberty_A0996|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0996|Violation of the Right to a Fair Trial_A0996|Violation of Right to Health_A0996|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0996|Torture & CID_A0996",,,,,"Musan County MPS Detention Centre|Musan County MPS Waiting Room ","North Hamgyong|North Hamgyong","Ministry of People's Security|Ministry of People's Security","Detention Centre|Waiting Room",,,Published
A1126,30/11/2021,Detainees,Women,50-59,Unnamed,Female,Circumstantial evidence of transfer to a political prison camp ,01/01/2008~30/06/2008,"Arbitrary Deprivation of Liberty_A1126|Violation of Freedom of Expression_A1126|Violation of Right to Health_A1126|Violation of the Right to Freedom of Conscience, Thought and Religion_A1126",,,,,North Hamgyong Provincial MSS Detention Centre ,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A1125,30/11/2021,Detainees,Women,50-59,Unnamed,Female,Circumstantial evidence of transfer to a political prison camp ,01/01/2008~30/06/2008,"Arbitrary Deprivation of Liberty_A1125|Violation of the Right to Freedom of Conscience, Thought and Religion_A1125|Violation of Freedom of Expression_A1125|Violation of Right to Health_A1125",,,,,North Hamgyong Provincial MSS Detention Centre ,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A1124,30/11/2021,Detainees,Women,30-39,Partially named,Female,Death in custody,01/01/2008~30/06/2008,"Arbitrary Deprivation of Liberty_A1124|Violation of the Right to Life_A1124|Violation of the Right to Freedom of Conscience, Thought and Religion_A1124|Violation of Right to Health_A1124|Violation of Freedom of Expression_A1124",,,,,North Hamgyong Provincial MSS Detention Centre ,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A1123,30/11/2021,Detainees,Women,20-29,Unnamed,Female,Unknown,01/06/2007~31/12/2007,"Rape & Other Forms of Sexual Violence_A1123|Torture & CID_A1123|Violation of Freedom of Expression_A1123|Violation of the Right to Freedom of Conscience, Thought and Religion_A1123|Violation of Right to Health_A1123",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A1122,30/11/2021,Detainees,N/A,30-39,Unnamed,Male,Death in custody,01/06/2007~31/12/2007,"Arbitrary Deprivation of Liberty_A1122|Violation of the Right to Life_A1122|Violation of the Right to Freedom of Conscience, Thought and Religion_A1122|Violation of Right to Health_A1122|Violation of Freedom of Expression_A1122",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A1121,30/11/2021,Detainees,Women,30-39,Named,Female,Death in custody,01/06/2007~31/12/2007,"Violation of the Right to Life_A1121|Torture & CID_A1121|Violation of Freedom of Expression_A1121|Violation of the Right to Freedom of Conscience, Thought and Religion_A1121|Violation of Right to Health_A1121",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A1120,30/11/2021,Detainees,Women,40-49,Named,Female,Released from all facilities,01/06/2007~30/06/2008,"Arbitrary Deprivation of Liberty_A1120|Violation of Freedom of Expression_1_A1120|Rape & Other Forms of Sexual Violence_A1120|Torture & CID_2_A1120|Torture & CID_1_A1120|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A1120|Violation of Freedom of Expression_2_A1120|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A1120|Violation of Right to Health_2_A1120|Violation of Right to Health_1_A1120|Violation of the Right to a Fair Trial_A1120",,,,,"Onsong County MSS Detention Centre|North Hamgyong Provincial MSS Detention Centre ","North Hamgyong|North Hamgyong","Ministry of State Security|Ministry of State Security","Detention Centre|Detention Centre",,,Published
A1114,30/11/2021,Detainees,"Women|Pregnant Women",20-29,Named,Female,Unknown,01/06/2004~31/07/2004,"Torture & CID_A1114|Arbitrary Deprivation of Liberty_A1114|Violation of Freedom of Expression_A1114|Violation of Right to Health_A1114",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A1113,30/11/2021,Detainees,"Children|Women",10-19,Partially named,Female,Unknown,31/07/2004~30/09/2004,"Violation of the Rights of Children_A1113|Arbitrary Deprivation of Liberty_A1113|Violation of Freedom of Expression_A1113|Violation of Right to Health_A1113",,,,,Kyonghung (Undok) County MPS Detention Centre,North Hamgyong,Ministry of People's Security,Detention Centre,,,Published
A1112,30/11/2021,Detainees,Children,10-19,Partially named,Male,Unknown,31/07/2004~30/09/2004,"Violation of the Rights of Children_A1112|Violation of Freedom of Expression_A1112|Violation of Right to Health_A1112|Arbitrary Deprivation of Liberty_A1112",,,,,Kyonghung (Undok) County MPS Detention Centre,North Hamgyong,Ministry of People's Security,Detention Centre,,,Published
A1111,30/11/2021,Detainees,"Women|Detainees with Disabilities ",40-49,Named,Female,Unknown,31/07/2004~30/09/2004,"Violation of the Rights of Detainees with Disabilities_A1111|Arbitrary Deprivation of Liberty_A1111|Violation of Right to Health_A1111|Violation of Freedom of Expression_A1111",,,,,Kyonghung (Undok) County MPS Detention Centre,North Hamgyong,Ministry of People's Security,Detention Centre,,,Published
A1110,30/11/2021,Detainees,Detainees with Disabilities ,50-59,Unnamed,Male,Unknown,01/06/2004~31/07/2004,"Violation of the Rights of Detainees with Disabilities_A1110|Violation of Right to Health_A1110|Violation of Freedom of Expression_A1110",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A1109,30/11/2021,Detainees,Children,0-9,Unnamed,Male,Death in custody,01/06/2004~31/07/2004,"Violation of the Right to Life_A1109|Violation of Freedom of Expression_A1109|Violation of Right to Health_A1109",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A1108,30/11/2021,Detainees,Women,30-39,Partially named,Female,Death in custody,01/06/2004~31/07/2004,"Violation of the Right to Life_A1108|Violation of Right to Health_A1108|Violation of Freedom of Expression_A1108",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A1107,30/11/2021,Detainees,Women,20-29,Partially named,Female,Unknown,01/06/2004~31/07/2004,"Rape & Other Forms of Sexual Violence_A1107|Violation of Freedom of Expression_A1107|Violation of Right to Health_A1107
",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A1106,30/11/2021,Detainees,Women,30-39,Named,Female,Unknown,01/06/2004~31/07/2004,"Rape & Other Forms of Sexual Violence_A1106|Violation of Freedom of Expression_A1106|Violation of Right to Health_A1106",,,,,Onsong County MSS Detention Centre,North Hamgyong,Ministry of State Security,Detention Centre,,,Published
A1105,30/11/2021,Detainees,Women,40-49,Named,Female,Released from all facilities,01/06/2004~30/09/2004,"Arbitrary Deprivation of Liberty_A1105|Torture & CID_1_A1105|Torture & CID_2_A1105|Violation of Right to Health_1_A1105|Violation of Right to Health_2_A1105|Violation of the Right to Freedom of Conscience, Thought and Religion_A1105|Violation of Freedom of Expression_1_A1105|Violation of Freedom of Expression_2_A1105|Forced Labour_A1105",,,,,"Onsong County MSS Detention Centre|Kyonghung (Undok) County MPS Detention Centre","North Hamgyong|North Hamgyong","Ministry of State Security|Ministry of People's Security","Detention Centre|Detention Centre",,,Published
A0947,30/11/2021,Detainees,N/A,40-49,Named,Male,Released from all facilities,01/03/2003~28/02/2004,"Arbitrary Deprivation of Liberty_A0947|Torture & CID_3_A0947|Torture & CID_4_A0947|Torture & CID_5_A0947 |Violation of the Right to a Fair Trial_A0947|Violation of Right to Health_3_A0947 |Forced Labour_3_A0947|Violation of the Right to Freedom of Conscience, Thought and Religion_3_A0947|Violation of Right to Health_5_A0947|Violation of Right to Health_4_A0947|Violation of Freedom of Expression_5_A0947 |Violation of Freedom of Expression_3_A0947|Forced Labour_2_A0947 |Forced Labour_1_A0947|Violation of Freedom of Expression_4_A0947|Violation of the Right to Freedom of Conscience, Thought and Religion_5_A0947|Violation of the Right to Freedom of Conscience, Thought and Religion_4_A0947 |Violation of Freedom of Expression_2_A0947|Violation of the Right to Freedom of Conscience, Thought and Religion_1_A0947|Torture & CID_1_A0947|Violation of Freedom of Expression_1_A0947|Violation of the Right to Freedom of Conscience, Thought and Religion_2_A0947|Torture & CID_2_A0947|Violation of Right to Health_2_A0947|Violation of Right to Health_1_A0947",,,,,"Chongori Re-education Camp|North Hamgyong Provincial MPS Holding Centre (Nongpo)|Chongjin City Chongam District (Puryong County) Labour Training Centre|Musan County MPS Detention Centre|Musan County MSS Detention Centre","North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong|North Hamgyong","Ministry of People's Security|Ministry of People's Security|Ministry of People's Security|Ministry of People's Security|Ministry of State Security","Re-education Camp |Holding Centre|Labour Training Centre|Detention Centre|Detention Centre",,,Published
A1104,30/11/2021,Detainees,Women,50-59,Named,Female,Released from all facilities,01/09/2007~31/01/2008,"Torture & CID_2_A1104|Forced Labour_A1104|Torture & CID_1_A1104|Arbitrary Deprivation of Liberty_A1104|Violation of Right to Health_1_A1104|Violation of Freedom of Expression_2_A1104|Violation of Right to Health_2_A1104|Violation of Freedom of Expression_1_A1104",,,,,"North Hamgyong Provincial MPS Holding Centre (Traveller)|Hoeryong City Rural Construction Unit Facility (Nonggundae) ","North Hamgyong|North Hamgyong","Ministry of People's Security|Ministry of People's Security","Holding Centre|Temporary Detention Facility::Other",,,Published
A1088,30/11/2021,Detainees,N/A,50-59,Named,Male,Released from all facilities,01/02/2009~31/08/2009,"Arbitrary Deprivation of Liberty_A1088|Violation of Right to Health_A1088|Torture & CID_A1088|Violation of Freedom of Expression_A1088",,,,,North Hamgyong Provincial MSS Closed Detention Facility,North Hamgyong,Ministry of State Security,Closed Detention Facility,,,Published
A1103,29/11/2021,Detainees,N/A,10-19,Named,Male,Released from all facilities,01/10/1993~28/02/1994,"Arbitrary Deprivation of Liberty_A1103|Violation of Right to Health_A1103|Violation of the Right to Freedom of Conscience, Thought and Religion_A1103|Forced Labour_A1103|Torture & CID_A1103",,,,,Pukchang County Labour Training Centre,South Hamgyong,People's Committee of North Korea,Labour Training Centre,,,Published
A1101,29/11/2021,Detainees,Women,20-29,Partially named,Female,Released from all facilities,01/07/2012~14/07/2012,Arbitrary Deprivation of Liberty_A1101,,,,,Kyongwon (Saebyul) County Pongsan-ri MPS Sub-municipal Station Office,North Hamgyong,Ministry of People's Security,Temporary Detention Facility::Office,,,Published
A1100,29/11/2021,Detainees,Women,20-29,Partially named,Female,Released from all facilities,01/07/2012~14/07/2012,"Arbitrary Deprivation of Liberty_A1100|Violation of Right to Health_A1100",,,,,Kyongwon (Saebyul) County Pongsan-ri MPS Sub-municipal Station Office,North Hamgyong,Ministry of People's Security,Temporary Detention Facility::Office,,,Published
A1099,29/11/2021,Detainees,Women,20-29,Named,Female,Released from all facilities,01/07/2012~14/07/2012,"Arbitrary Deprivation of Liberty_A1099|Violation of Right to Health_A1099",,,,,Kyongwon (Saebyul) County Pongsan-ri MPS Sub-municipal Station Office,North Hamgyong,Ministry of People's Security,Temporary Detention Facility::Office,,,Published
A1098,29/11/2021,Detainees,Women,20-29,Named,Female,Released from all facilities,01/07/2012~14/07/2012,"Arbitrary Deprivation of Liberty_A1098|Violation of Right to Health_A1098|Torture & CID_A1098|Violation of the Right to a Fair Trial_A1098",,,,,Kyongwon (Saebyul) County Pongsan-ri MPS Sub-municipal Station Office,North Hamgyong,Ministry of People's Security,Temporary Detention Facility::Office,,,Published
